Region,2018
Beijing,3325
Tianjin,2723
Hebei,9670
Shanxi,5653
Inner Mongolia,3294
Liaoning,6080
Jilin,3689
Heilongjiang,5020
Shanghai,4070
Jiangsu,11838
Zhejiang,6575
Anhui,7417
Fujian,4863
Jiangxi,6114
Shandong,12572
Henan,12396
Hubei,9437
Hunan,10884
Guangdong,20188
Guangxi,5935
Hainan,1317
Chongqing,4143
Sichuan,9253
Guizhou,3209
Yunnan,4507
Tibet,162
Shaanxi,5084
Gansu,3110
Qinghai,539
Ningxia,843
Xinjiang,2883
