"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Cyprus","CYP","Population ages 65 and above, total","SP.POP.65UP.TO","33823","35194","36454","37216","37475","37642","41590","46214","51256","56483","61822","62336","62717","62947","63074","63180","63623","63960","64169","64208","64085","65207","66218","67175","68162","69264","70077","71176","72569","74181","75946","77739","79645","81737","84042","86533","88328","90219","92215","94302","96486","98727","101176","103984","107180","110635","113765","116900","120114","123484","127033","131239","135525","139922","144423","148989","153573","158258","163156","",
"Czech Republic","CZE","Population ages 65 and above, total","SP.POP.65UP.TO","898336","919998","946635","974648","1005189","1037062","1072490","1107489","1141239","1172639","1193928","1217971","1244417","1268269","1292663","1318139","1347816","1378906","1404372","1413534","1397168","1369578","1325990","1274986","1233339","1210400","1220902","1243466","1272226","1297534","1310267","1327036","1342645","1353734","1360928","1365042","1381249","1396437","1409119","1416624","1415468","1420125","1419937","1419244","1422583","1434010","1456611","1489366","1531157","1573941","1617276","1669592","1725821","1783049","1840978","1897761","1957049","2012594","2063603","",
"Germany","DEU","Population ages 65 and above, total","SP.POP.65UP.TO","8354798","8574944","8794062","9014383","9232248","9469559","9726347","9949818","10172376","10428346","10634807","10879176","11146191","11383672","11571463","11686590","11877762","12053986","12192420","12263323","12253383","12179626","11980468","11716859","11472681","11317405","11298725","11358671","11487089","11665584","11840892","12044349","12245809","12424220","12545319","12639817","12845323","12989730","13111829","13289468","13555225","13916844","14349522","14800050","15213268","15560598","15917753","16210546","16441327","16626666","16807408","16621297","16748669","16884431","17058285","17332748","17530969","17665031","17797959","",
"Djibouti","DJI","Population ages 65 and above, total","SP.POP.65UP.TO","1936","2045","2182","2343","2525","2724","2907","3108","3336","3579","3845","4072","4313","4613","4994","5489","5945","6523","7165","7818","8447","8914","9290","9662","10112","10703","11460","12367","13357","14342","15274","15914","16408","16816","17218","17668","18362","19117","19923","20751","21583","22438","23281","24126","24974","25856","26901","28013","29231","30599","32129","33559","35054","36575","38043","39440","40772","42074","43416","",
"Dominica","DMA","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Population ages 65 and above, total","SP.POP.65UP.TO","485558","496360","507842","519509","531113","542498","555835","568910","580905","592714","606042","622242","637315","652326","666245","678826","692370","705765","718490","729760","739011","748002","754925","760745","766276","772454","781467","789290","795094","799176","802053","803431","803595","802201","799531","797375","798705","798155","796723","794823","793134","797505","801279","805507","811818","821190","836745","855151","876807","900110","924671","948795","977951","1012174","1048019","1082558","1112520","1133366","1148645","",
"Dominican Republic","DOM","Population ages 65 and above, total","SP.POP.65UP.TO","83833","86750","89595","92396","95206","98082","101764","105430","109119","112836","116631","121340","126036","130779","135614","140627","146717","152886","159154","165561","172165","180077","188044","196161","204542","213312","223385","233680","244222","255032","266180","278670","291233","303970","317077","330688","345521","360621","375957","391470","407180","424237","441283","458080","474282","489761","505525","520558","535429","550846","567336","585537","604515","624558","646050","669309","695524","723302","752703","",
"Algeria","DZA","Population ages 65 and above, total","SP.POP.65UP.TO","358353","377123","397834","418679","437446","453091","466890","478064","488069","498726","510984","529503","548825","567777","584867","599508","614065","626321","637504","649301","662693","681408","701851","722631","741854","758734","779280","798433","817791","839585","865300","895594","928191","963229","1001038","1041995","1093253","1149347","1209538","1272330","1337116","1395653","1453492","1511540","1570476","1630788","1693298","1756408","1821353","1889634","1963004","2019534","2080797","2149858","2231542","2329507","2436321","2556696","2686782","",
"East Asia & Pacific (excluding high income)","EAP","Population ages 65 and above, total","SP.POP.65UP.TO","32691140","32818129","32990181","33296435","33476246","33646175","35154133","36692974","38274220","39847675","41367612","43131697","44813384","46456783","48082195","49688980","51767913","53823334","55923631","58067770","60208167","62757029","65317173","67790551","70091755","72289441","74503154","76608963","78650765","80753703","83061105","85349560","87921510","90709690","93570036","96403286","100088430","103443782","106594911","109754626","113026793","116158158","119379423","122587223","125557468","128234998","131296370","134088840","136787962","139633166","142807522","146830259","151035905","155759592","161472983","168431467","177190247","187160036","197665493","",
"Early-demographic dividend","EAR","Population ages 65 and above, total","SP.POP.65UP.TO","32431246","33480978","34526022","35532844","36471453","37329989","38550541","39698193","40796861","41887274","42993543","44565876","46125667","47660212","49144983","50576750","52337496","54036378","55675129","57252689","58773474","60588010","62308914","63965379","65600725","67254064","69383880","71503147","73614253","75720795","77892488","80703240","83479836","86245290","89027212","91855007","95306816","98732267","102137737","105527614","108915368","112570566","116122431","119564167","122882816","126100784","129982017","133762781","137479422","141177054","144906135","149318641","153727626","158310980","163276074","168759205","175148201","181911487","189028683","",
"East Asia & Pacific","EAS","Population ages 65 and above, total","SP.POP.65UP.TO","40222049","40664667","41076541","41626047","42049669","42463306","44243958","46038570","47845640","49775304","51600222","53774160","55854690","57855616","59960769","62041838","64586478","67178908","69842127","72548389","75219435","78328087","81396630","84354646","87163017","89927908","92763838","95542787","98312031","101190497","104300892","107443757","110869098","114535641","118329573","122139837","126821891","131166680","135328278","139481508","143762079","147949992","152224253","156479759","160471949","164176074","168263701","172059058","175829765","179818790","184286810","189583676","195195957","201383345","208562023","216953702","227069775","238352062","250129513","",
"Europe & Central Asia (excluding high income)","ECA","Population ages 65 and above, total","SP.POP.65UP.TO","16694002","17189798","17694930","18225670","18794271","19408105","20053285","20734974","21442024","22169275","22919923","23784285","24600316","25400936","26242480","27147870","28117826","29153725","30131452","30864828","31275705","31465686","31329907","31039183","30834421","30818397","31114880","31518160","32064197","32786862","33681231","34811924","36135168","37480471","38566211","39302711","39986649","40272832","40381744","40588976","41046278","41920515","42991260","44102873","44848882","45027940","45162758","44889201","44446183","44142848","44056040","44231623","44535160","44982120","45559849","46306337","47455153","48742038","50109639","",
"Europe & Central Asia","ECS","Population ages 65 and above, total","SP.POP.65UP.TO","55978356","57372269","58813644","60306901","61858448","63485666","65323075","67173427","69035942","70920720","72759098","74837896","76856856","78783963","80683523","82582937","84757519","86957538","88963233","90417310","91155097","91461287","90972548","90128738","89546899","89554658","90502727","91887211","93630501","95574621","97587186","99966731","102421584","104792786","106800770","108405380","110172662","111462533","112530726","113725306","115184317","117204463","119521273","121900687","123861245","125155599","126474657","127300898","127935800","128751765","129958009","131338736","133367647","135792713","138393830","141086645","144038481","146923425","149843891","",
"Ecuador","ECU","Population ages 65 and above, total","SP.POP.65UP.TO","213508","218349","222446","226084","229687","233424","238190","242984","247760","252403","256884","262623","268165","273710","279560","285899","294259","302988","311821","320365","328434","337788","346592","355164","363905","373068","384143","395510","407299","419627","432622","447819","463599","479989","496952","514502","534723","555272","576254","597797","620034","643197","666975","691733","717898","745824","774369","804623","836119","868027","900021","930056","959693","991142","1027425","1070391","1115427","1166774","1222777","",
"Egypt, Arab Rep.","EGY","Population ages 65 and above, total","SP.POP.65UP.TO","1011454","1049082","1089503","1132085","1175203","1218279","1263015","1306706","1349955","1394189","1440234","1488436","1537917","1588275","1638332","1687543","1740580","1791527","1841437","1891723","1943164","1999038","2055750","2114048","2174686","2238293","2305147","2373320","2442309","2512028","2582710","2662181","2741990","2822020","2901536","2980461","3071995","3156703","3235919","3311362","3383694","3456795","3528625","3595882","3652505","3696926","3750501","3789310","3827206","3883004","3966714","4099977","4251711","4412500","4569524","4716615","4860813","5003376","5147337","",
"Euro area","EMU","Population ages 65 and above, total","SP.POP.65UP.TO","27040261","27658452","28288554","28937337","29601299","30295705","31104215","31888295","32668107","33457496","34193105","34993581","35785624","36523144","37211261","37855381","38665952","39454489","40157896","40646321","40859745","40929956","40660220","40242375","39948480","39951449","40392473","41092698","41978623","42926583","43827201","44806263","45731199","46585947","47359133","48107210","49002982","49835134","50633785","51479375","52409220","53363832","54412571","55496710","56528533","57452977","58391046","59247539","60051568","60833951","61715022","62370472","63465369","64751874","66070227","67342322","68463044","69436723","70408316","",
"Eritrea","ERI","Population ages 65 and above, total","SP.POP.65UP.TO","27822","28342","28887","29428","29910","30311","31078","31783","32447","33093","33738","34707","35670","36626","37573","38523","39850","41146","42432","43726","45044","46714","48335","49943","51574","53236","55451","57650","59674","61356","62591","65235","67516","69580","71672","74034","75984","78139","80702","83887","87794","91358","95440","99776","104012","107855","112757","117034","120713","123920","126820","131254","","","","","","","","",
"Spain","ESP","Population ages 65 and above, total","SP.POP.65UP.TO","2501253","2554990","2608193","2661801","2722770","2792968","2877661","2973391","3074750","3165928","3258534","3350836","3432699","3510980","3589435","3670441","3771562","3875576","3977882","4072554","4157613","4241894","4316431","4387465","4465830","4558107","4674416","4798184","4928961","5064978","5204505","5344015","5498904","5660166","5825920","5997755","6153980","6319065","6483192","6632157","6761414","6831508","6928252","7041710","7154630","7280483","7414465","7571133","7725180","7842584","7943308","8100069","8252073","8382695","8514962","8660491","8790294","8920670","9054365","",
"Estonia","EST","Population ages 65 and above, total","SP.POP.65UP.TO","127771","130427","133327","136345","139605","142995","146563","149791","153254","156811","160297","164622","168259","171285","174086","176831","179446","182244","184578","185463","184854","184418","182367","179456","176867","175365","175920","177250","178995","180974","182995","187765","190604","192091","193864","195399","197670","199488","200969","204979","209796","213969","218218","222165","225210","226994","228888","230034","230933","231965","233328","235436","237884","240674","243774","247586","250765","254429","259241","",
"Ethiopia","ETH","Population ages 65 and above, total","SP.POP.65UP.TO","584862","596636","606855","616796","628213","642009","665590","690920","717116","742961","767822","800047","831177","860122","885677","907263","950003","991053","1033149","1078016","1125833","1144111","1162340","1181689","1203262","1226959","1282207","1340681","1400039","1457715","1512906","1564742","1612792","1659194","1708142","1763004","1821882","1883853","1945623","2002930","2054011","2119565","2182323","2244337","2308490","2376992","2471926","2569754","2671703","2779281","2893410","3006445","3123788","3243853","3363804","3482261","3598127","3711052","3824097","",
"European Union","EUU","Population ages 65 and above, total","SP.POP.65UP.TO","40195405","41133603","42109888","43118076","44148923","45208374","46443501","47653478","48841627","50033302","51170108","52428950","53682439","54865002","55983634","57044904","58330135","59565267","60644418","61386095","61708190","61797452","61385246","60764477","60336375","60340595","61027489","62062011","63327321","64611390","65782335","67085194","68278712","69396442","70413741","71366520","72546810","73627887","74650521","75697531","76760198","77926061","79175203","80490169","81732972","82842142","84025961","85062766","86049771","87108450","88363797","89550156","91270841","93256080","95292236","97253551","99090130","100721508","102306628","",
"Fragile and conflict affected situations","FCS","Population ages 65 and above, total","SP.POP.65UP.TO","3830559","3940830","4039775","4130136","4216374","4300609","4433755","4563567","4688697","4806663","4916845","5073664","5223010","5365877","5503755","5637755","5817875","5991396","6157410","6315256","6464850","6658922","6838322","7002974","7152338","7287203","7486879","7672670","7851537","8031749","8260135","8533135","8818443","9110406","9401419","9687423","9975638","10240582","10487539","10724961","10958122","11250464","11536176","11815080","12086000","12349176","12701492","13042682","13372609","13689722","13997095","14373774","14735094","15098756","15489317","15922144","16488891","17087180","17713227","",
"Finland","FIN","Population ages 65 and above, total","SP.POP.65UP.TO","324606","332540","341062","350283","359190","367394","378696","390666","402542","413007","422921","437513","454491","471337","487345","501949","519730","535958","550663","563385","574471","583222","591152","598519","605917","613868","624259","635062","646327","658037","669948","683936","697248","709210","719925","729453","739758","749443","758644","767443","776117","788950","801731","814387","827378","840795","853097","865117","879159","898271","924082","955510","993130","1033991","1073673","1109297","1142526","1172079","1198564","",
"Fiji","FJI","Population ages 65 and above, total","SP.POP.65UP.TO","8513","8742","9058","9414","9744","10027","10376","10695","11005","11347","11732","12228","12721","13217","13727","14268","14789","15236","15613","15953","16286","17102","17964","18768","19384","19755","20370","20767","21009","21181","21352","21783","22221","22654","23070","23424","24298","25196","26077","26910","27698","28793","29835","30922","32166","33641","35082","36655","38306","39922","41432","42391","43035","43366","43403","43195","44822","46436","48147","",
"France","FRA","Population ages 65 and above, total","SP.POP.65UP.TO","5431924","5537260","5654168","5779621","5906291","6030106","6176308","6315071","6445207","6566302","6679046","6821956","6948039","7060580","7165157","7263708","7389803","7517272","7626239","7684231","7676406","7645929","7543518","7415921","7330906","7325866","7414589","7578147","7786882","7994204","8173977","8382292","8563476","8723114","8873879","9026724","9186162","9337781","9482291","9629375","9780945","9921083","10055839","10181452","10298427","10406839","10506632","10579718","10653763","10770641","10958456","11196671","11501590","11859164","12225941","12573570","12893321","13151703","13420643","",
"Faroe Islands","FRO","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population ages 65 and above, total","SP.POP.65UP.TO","1543","1593","1633","1667","1705","1749","1807","1864","1922","1971","2004","2109","2216","2326","2454","2614","2602","2597","2593","2579","2556","2654","2744","2833","2913","2989","3079","3157","3237","3305","3379","3493","3582","3633","3667","3720","3819","3906","3965","3971","3919","3999","4061","4103","4126","4127","3980","3805","3617","3449","3312","3330","3390","3488","3609","3748","3991","4243","4502","",
"Gabon","GAB","Population ages 65 and above, total","SP.POP.65UP.TO","37866","38261","38559","38792","38967","39097","39506","39869","40153","40326","40362","40892","41303","41608","41819","41949","42498","42946","43341","43725","44125","44997","45862","46714","47514","48264","49375","50410","51413","52422","53482","54764","56009","57215","58364","59452","60628","61685","62615","63400","64040","64666","65071","65314","65433","65482","65835","66048","66188","66319","66456","67392","68349","69250","70022","70635","72401","74016","75529","",
"United Kingdom","GBR","Population ages 65 and above, total","SP.POP.65UP.TO","6166105","6263032","6361496","6452499","6538387","6628700","6756724","6888832","7017898","7138509","7253990","7416717","7562388","7688420","7798631","7898555","8033815","8157189","8267364","8357520","8417434","8480690","8498250","8500188","8517190","8559392","8648754","8752308","8858398","8949372","9015808","9100051","9153533","9183326","9202907","9218148","9252369","9278516","9303368","9330265","9359875","9417331","9475184","9535574","9604836","9685709","9802318","9917827","10044179","10199033","10400226","10632641","10896663","11177464","11454640","11706398","11911088","12082915","12231225","",
"Georgia","GEO","Population ages 65 and above, total","SP.POP.65UP.TO","315020","312796","309540","305993","302959","300883","303724","307061","310854","314879","318893","328843","337699","345618","353876","362545","373513","385308","396475","406093","413094","416185","416454","415204","414008","414278","418037","422156","428809","436082","447060","471026","497745","525430","538901","536615","535098","532156","529642","527563","527289","532809","543790","555455","563242","565226","567286","563553","557105","546897","539258","533092","528872","528326","530648","534537","540417","547030","554631","",
"Ghana","GHA","Population ages 65 and above, total","SP.POP.65UP.TO","155592","161396","167434","173464","179121","184253","191295","197610","203439","209175","215080","223283","231581","239759","247449","254476","263672","271916","279626","287329","295419","305800","316579","327673","338887","350092","363456","376535","389422","402248","415166","430380","445523","460565","475378","489954","505006","518816","531572","543513","554857","568280","581010","593157","604653","615625","632836","649140","665541","683342","703246","729546","757341","785457","812067","836532","863201","888148","913522","",
"Gibraltar","GIB","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population ages 65 and above, total","SP.POP.65UP.TO","120315","121309","121605","121329","120693","119791","122192","124283","125980","127161","127790","131348","134298","136707","138674","140273","144893","149107","152928","156374","159490","165163","170674","176079","181416","186712","194183","201738","209257","216550","223508","231629","239304","246576","253497","260109","266055","271317","275862","279624","282608","286345","288820","290241","290865","290851","295968","300854","305157","308325","310143","314301","317162","319783","323542","329213","339232","350782","363246","",
"Gambia, The","GMB","Population ages 65 and above, total","SP.POP.65UP.TO","7950","8171","8367","8534","8671","8783","9078","9342","9581","9788","9967","10383","10784","11169","11536","11883","12438","12984","13515","14022","14498","15052","15586","16156","16839","17669","18607","19649","20743","21798","22773","23956","25048","26075","27068","28071","29224","30374","31511","32651","33805","35119","36401","37669","38941","40233","41761","43252","44716","46184","47667","49339","51000","52599","54058","55351","56717","57935","59054","",
"Guinea-Bissau","GNB","Population ages 65 and above, total","SP.POP.65UP.TO","21704","22235","22728","23166","23526","23805","24227","24596","24967","25414","25974","26901","27891","28868","29733","30430","31111","31413","31368","31026","30401","30803","31200","31544","31786","31889","32212","32440","32573","32626","32613","33020","33338","33564","33688","33703","34137","34499","34785","34982","35108","35563","35938","36288","36667","37107","37948","38845","39732","40526","41211","42212","43095","43979","45052","46408","48444","50668","52925","",
"Equatorial Guinea","GNQ","Population ages 65 and above, total","SP.POP.65UP.TO","14525","14711","14826","14909","14986","15076","15323","15561","15719","15709","15489","15372","14992","14408","13708","12934","12618","12300","12064","11965","12021","12391","13052","13889","14750","15577","16130","16580","16963","17319","17702","18132","18508","18873","19266","19704","20138","20599","21080","21559","22027","22513","22984","23465","23969","24514","25049","25619","26189","26734","27240","27737","28160","28565","29039","29629","30481","31345","32173","",
"Greece","GRC","Population ages 65 and above, total","SP.POP.65UP.TO","587122","601747","616800","631771","647125","663288","704818","749077","795028","843046","894995","923635","955590","985921","1013830","1045301","1083727","1117553","1149314","1178426","1202269","1219122","1231893","1244184","1255814","1266607","1277088","1290593","1310117","1339150","1383001","1420177","1453482","1487122","1522894","1561635","1602984","1647192","1693539","1736299","1777608","1826755","1871042","1909185","1941580","1968170","2008188","2038600","2065201","2095061","2129940","2154021","2178520","2204213","2230470","2253017","2276958","2301432","2323106","",
"Grenada","GRD","Population ages 65 and above, total","SP.POP.65UP.TO","4460","4543","4629","4696","4736","4750","4808","4864","4918","4970","5015","5229","5406","5550","5677","5796","5883","5971","6070","6204","6371","6395","6439","6464","6426","6295","6468","6637","6859","7195","7674","7642","7676","7721","7740","7714","7882","8039","8230","8478","8775","8892","9006","9111","9186","9239","9398","9569","9779","10055","10406","10400","10421","10456","10485","10505","10589","10648","10724","",
"Greenland","GRL","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population ages 65 and above, total","SP.POP.65UP.TO","110778","115388","119868","124293","128827","133532","139191","144976","150664","155954","160727","166139","171072","175704","180305","185082","191373","197748","204066","210233","216270","223623","230939","238381","246223","254687","265124","276055","287427","299176","311290","326064","340717","355170","369444","383554","399818","416295","432719","448715","464165","480947","497257","513251","529265","545530","560954","577177","593951","610822","627717","646456","664762","684016","706239","732549","761536","794379","829977","",
"Guam","GUM","Population ages 65 and above, total","SP.POP.65UP.TO","1090","1117","1149","1186","1235","1279","1319","1358","1401","1447","1484","1599","1726","1862","2018","2180","2311","2454","2619","2804","3004","3159","3321","3513","3735","3984","4192","4399","4625","4885","5181","5495","5815","6144","6463","6770","7099","7404","7701","8002","8315","8727","9132","9521","9861","10155","10444","10688","10928","11221","11585","12048","12570","13139","13733","14349","14969","15628","16328","",
"Guyana","GUY","Population ages 65 and above, total","SP.POP.65UP.TO","19476","20082","20720","21393","22050","22581","22971","23330","23774","24287","24712","25124","25482","25941","26519","27036","27418","27761","28244","28835","29308","29447","29678","30294","31092","31544","30526","29386","28710","28749","29254","29594","29773","29798","29700","29492","29874","30120","30243","30313","30439","31331","32339","33323","34084","34494","34535","34360","34165","34203","34603","36110","37914","39918","41996","44072","46073","48119","50248","",
"High income","HIC","Population ages 65 and above, total","SP.POP.65UP.TO","65711903","67401700","69025736","70667327","72337686","74030023","76011809","77959074","79858532","81893327","83846517","86162450","88361358","90427552","92558065","94647266","97018057","99448697","101809123","103894110","105526827","106888085","107684193","108233415","108985756","110234942","112208429","114561855","117187037","119894868","122557629","125394951","128046273","130582507","132999636","135369884","137881923","140285036","142625418","144970820","147358815","150023011","152751558","155493027","158249036","161002372","163971743","166912526","170028745","173410465","177294318","181200507","185948595","191140414","196501735","201829849","207044583","211989869","216888374","",
"Hong Kong SAR, China","HKG","Population ages 65 and above, total","SP.POP.65UP.TO","83915","88586","94897","100958","106263","112043","118929","128423","138115","148013","160611","174897","189651","206970","226397","244708","254533","266260","280246","306092","324957","344330","360824","376591","390051","404415","424403","444419","464491","486087","504762","521626","538945","562166","590218","618418","659502","678279","696930","715923","734045","759031","781840","798404","819718","834372","850324","863397","873278","884724","909435","936244","976055","1015483","1060322","1107285","1155660","1205325","1257360","",
"Honduras","HND","Population ages 65 and above, total","SP.POP.65UP.TO","65958","68030","70135","72191","74104","75799","78278","80595","82809","84977","87150","89946","92767","95633","98584","101645","105509","109483","113403","117034","120278","123684","126801","129894","133349","137404","142620","148391","154531","160762","166946","173452","179863","186359","193173","200439","208266","216371","224724","233255","241936","250093","258568","267254","275958","284645","293539","302326","311283","320799","331149","341740","353025","365380","379191","394704","411671","430041","449714","",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 65 and above, total","SP.POP.65UP.TO","4763159","4886277","5000832","5109021","5213831","5317008","5483761","5647706","5807781","5962025","6109871","6314468","6510506","6698572","6879204","7052719","7295582","7531937","7762369","7985742","8201118","8433900","8650710","8856864","9058117","9257262","9556924","9856776","10156455","10454724","10750988","11100612","11445679","11786517","12125519","12466290","12833271","13185741","13524563","13846672","14150153","14524123","14878336","15219722","15556083","15892620","16371356","16845054","17316167","17787083","18262173","18854363","19449455","20052781","20669173","21303448","22066426","22839473","23628692","",
"Croatia","HRV","Population ages 65 and above, total","SP.POP.65UP.TO","286945","295723","305775","316642","327692","338913","353642","367954","382251","396998","412030","429407","446723","463516","479215","493426","506742","519069","529120","534356","533810","529452","521391","511574","503895","500926","506166","515259","527102","539950","553014","562216","567731","590170","616635","632268","643344","658144","674316","687138","695523","686824","705461","722691","735609","743394","750683","751718","750212","750248","754287","764290","776747","789917","801330","809021","818827","825830","836096","",
"Haiti","HTI","Population ages 65 and above, total","SP.POP.65UP.TO","124588","128364","132134","135935","139893","144053","149841","155710","161528","167091","172296","178877","184996","190711","196075","201085","208145","214679","220754","226441","231752","238460","244737","250509","255742","260477","266177","271700","276878","281474","285449","291842","297262","302103","306910","311967","319295","326630","333980","341284","348550","357912","366942","375682","384234","392644","404395","416091","427280","437249","445712","456298","465411","474158","484067","496018","512696","531045","550531","",
"Hungary","HUN","Population ages 65 and above, total","SP.POP.65UP.TO","897477","926941","956537","986520","1017351","1047403","1080789","1111716","1140642","1169202","1197423","1224213","1250299","1276674","1305621","1337789","1377518","1416586","1447976","1462393","1456776","1434210","1394819","1348774","1310984","1290478","1309423","1338153","1371110","1387388","1396050","1420496","1439610","1453622","1464261","1472954","1492630","1510340","1525122","1535390","1541570","1554889","1561006","1563722","1568023","1575472","1583233","1592637","1601333","1607493","1609244","1630510","1645030","1663942","1687922","1719459","1766754","1818395","1871477","",
"IBRD only","IBD","Population ages 65 and above, total","SP.POP.65UP.TO","74483428","76044034","77676360","79453342","81083666","82664020","85827603","88993428","92192607","95409441","98619676","102523387","106321908","110058719","113779538","117493734","121983928","126463376","130872448","135026734","138808514","142967575","146734384","150214701","153617347","157154393","161388448","165632978","169962171","174530172","179480848","185174165","191317727","197704441","203905416","209724672","216792315","223095327","228995356","235000332","241328987","248307106","255592450","262875356","269480164","275146506","281415346","286921548","292164284","297795415","304117070","312130737","320589044","329962762","340855819","353653030","369292066","386632780","404863045","",
"IDA & IBRD total","IBT","Population ages 65 and above, total","SP.POP.65UP.TO","86778155","88649712","90572951","92623571","94515241","96348684","99937344","103517625","107114766","110704380","114260145","118675360","122950469","127138806","131298841","135447660","140505060","145538011","150484565","155154763","159429916","164196152","168534817","172561450","176496677","180560648","185535010","190511053","195565238","200855599","206533745","213137694","220181170","227452395","234521796","241202029","249274496","256541735","263373311","270278342","277488004","285529013","293829283","302090591","309649238","316254032","323749169","330451228","336856832","343609648","351027129","360383627","370122418","380755412","392914283","407010406","424262591","443231430","463143690","",
"IDA total","IDA","Population ages 65 and above, total","SP.POP.65UP.TO","12294727","12605678","12896591","13170229","13431575","13684664","14109741","14524197","14922159","15294939","15640469","16151973","16628561","17080087","17519303","17953926","18521132","19074635","19612117","20128029","20621402","21228577","21800433","22346749","22879330","23406255","24146562","24878075","25603067","26325427","27052897","27963529","28863443","29747954","30616380","31477357","32482181","33446408","34377955","35278010","36159017","37221907","38236833","39215235","40169074","41107526","42333823","43529680","44692548","45814233","46910059","48252890","49533374","50792650","52058464","53357376","54970525","56598650","58280645","",
"IDA blend","IDB","Population ages 65 and above, total","SP.POP.65UP.TO","4689823","4788731","4883963","4973772","5056914","5133741","5264228","5390003","5510222","5623041","5728359","5891761","6041862","6184469","6326851","6473097","6661367","6851496","7041089","7225504","7403731","7629135","7845744","8058111","8271786","8490630","8743176","8990070","9234388","9479972","9734524","10034155","10331887","10624018","10905056","11176492","11499290","11803414","12092991","12369588","12646331","12990239","13314827","13622757","13916802","14199463","14583163","14953152","15308044","15643392","15973248","16385530","16760932","17125826","17492853","17873142","18389303","18908533","19445231","",
"Indonesia","IDN","Population ages 65 and above, total","SP.POP.65UP.TO","3119016","3173044","3218581","3258698","3297789","3339003","3428086","3514801","3601852","3692915","3789935","3929417","4070811","4212306","4351197","4486245","4658671","4825116","4982910","5128059","5259156","5419735","5566447","5703657","5836714","5969828","6139575","6307090","6477218","6655630","6846473","7101786","7359953","7621988","7889306","8163299","8509974","8859643","9214584","9575079","9939275","10209302","10440070","10624761","10763044","10863626","11163724","11430145","11661484","11853195","12001057","12363985","12714718","13073996","13467194","13909895","14449135","15037043","15677491","",
"IDA only","IDX","Population ages 65 and above, total","SP.POP.65UP.TO","7604904","7816947","8012628","8196457","8374661","8550923","8845513","9134194","9411937","9671898","9912110","10260212","10586699","10895618","11192452","11480829","11859765","12223139","12571028","12902525","13217671","13599442","13954689","14288638","14607544","14915625","15403386","15888005","16368679","16845455","17318373","17929374","18531556","19123936","19711324","20300865","20982891","21642994","22284964","22908422","23512686","24231668","24922006","25592478","26252272","26908063","27750660","28576528","29384504","30170841","30936811","31867360","32772442","33666824","34565611","35484234","36581222","37690117","38835414","",
"Isle of Man","IMN","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population ages 65 and above, total","SP.POP.65UP.TO","13728951","14249848","14777367","15277763","15713538","16068393","16596072","17058937","17484809","17907617","18346443","19039755","19738662","20422931","21069780","21670031","22449068","23186104","23888893","24566761","25227716","26076571","26880358","27641386","28368416","29072004","29968508","30829620","31656498","32451230","33223200","34406617","35553608","36671954","37776260","38880963","40359487","41810980","43246815","44680977","46125193","47843454","49552486","51229192","52838578","54372877","56132999","57824836","59469249","61090405","62720364","64691854","66652179","68704368","70980914","73560284","76732882","80093475","83591151","",
"Not classified","INX","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 65 and above, total","SP.POP.65UP.TO","318180","318312","320089","322094","323214","323323","325282","327286","328726","329695","330434","332331","333942","335439","337740","341165","346204","351771","357879","362818","365627","371781","375550","377567","379388","380082","383384","387052","388988","390039","391453","393440","394256","393444","392196","391854","391683","392615","394152","396559","400441","405722","412124","418959","427145","437343","452316","468623","481930","492062","502068","518166","536091","556050","577905","601431","625212","649317","672978","",
