"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Nigeria","NGA","Population ages 65 and above, total","SP.POP.65UP.TO","1274720","1317244","1356599","1391073","1418488","1438156","1478488","1511951","1539858","1563752","1584676","1630639","1672324","1710695","1746911","1781880","1838452","1893661","1946894","1997261","2044478","2120335","2191327","2258289","2322628","2385766","2465008","2540608","2612443","2679987","2743310","2827646","2904867","2975872","3041448","3102471","3184999","3259024","3325960","3387293","3444337","3532725","3611722","3682707","3747639","3808243","3928548","4042581","4149672","4248854","4340382","4483154","4615743","4738444","4851220","4955102","5106478","5247367","5381418","",
"Nicaragua","NIC","Population ages 65 and above, total","SP.POP.65UP.TO","44774","46152","47415","48602","49793","51009","52788","54565","56372","58207","60049","62434","64827","67255","69752","72339","75362","78500","81723","84984","88258","92081","95846","99658","103647","107894","112652","117615","122768","128042","133414","139159","144867","150549","156241","161927","168016","174083","180153","186198","192225","199040","205689","212340","219227","226490","233916","241837","249827","257203","263671","269234","273962","278970","285866","295622","307876","322581","339278","",
"Netherlands","NLD","Population ages 65 and above, total","SP.POP.65UP.TO","1023435","1049346","1078021","1107307","1137014","1167494","1197757","1226023","1253235","1282602","1314238","1345917","1375251","1402227","1428741","1457021","1491444","1522258","1552246","1581407","1609883","1640313","1662874","1682519","1704516","1731827","1763031","1799061","1836536","1870932","1903049","1935238","1962697","1986442","2008273","2029539","2053651","2079316","2107268","2135313","2163016","2198013","2228766","2255466","2280831","2306595","2342207","2381195","2429625","2491007","2564997","2652355","2746810","2844150","2941518","3035666","3128752","3219336","3307699","",
"Norway","NOR","Population ages 65 and above, total","SP.POP.65UP.TO","395262","404659","414881","425412","435813","445913","457118","467751","477953","488089","498122","507836","518073","528206","538121","547938","559459","570598","581389","591764","601779","613248","623650","633141","642269","651705","661491","671836","681833","689174","693733","697689","700198","700959","700114","697882","696165","693654","690779","688121","685161","683699","682308","681688","682214","684943","688334","693841","702122","713189","727879","748430","773060","799099","824015","845900","868628","888376","906053","",
"Nepal","NPL","Population ages 65 and above, total","SP.POP.65UP.TO","256812","267041","275723","283331","290656","298056","310031","321970","333629","344636","354831","369805","384189","397803","410460","422104","438475","453834","468178","481535","493972","511271","527709","543367","558345","572766","592792","611901","630401","648750","667275","691349","715749","739767","762273","782573","809590","834112","856850","879026","901521","937263","975413","1016558","1060794","1108158","1152930","1201253","1252753","1304501","1353906","1390036","1416319","1438265","1463423","1496783","1526733","1564990","1608781","",
"Nauru","NRU","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Population ages 65 and above, total","SP.POP.65UP.TO","204820","205684","208202","210035","212339","213844","219582","225231","228901","232878","238345","243323","248866","254898","261588","268591","277344","285195","292414","297826","303906","309529","316078","323437","329575","335572","340536","348770","355183","362183","370371","392097","399533","407370","415831","424555","433804","441364","446877","450997","455843","459626","469036","480250","489940","498677","511377","522922","534928","549729","567886","582587","599185","619291","644860","673140","703973","734879","764699","",
"OECD members","OED","Population ages 65 and above, total","SP.POP.65UP.TO","66492463","68241569","69929010","71636681","73372764","75126361","77160622","79161572","81105449","83176407","85159271","87525774","89774762","91889052","94068608","96212519","98618251","101081383","103465448","105546132","107162077","108527056","109316557","109860649","110615543","111878498","113876684","116256209","118908295","121647782","124353281","127271796","130055408","132687248","135202660","137674618","140324255","142891613","145393901","147912126","150470554","153298270","156166458","159066039","161984391","164925119","168066333","171200375","174522698","178121981","182211144","186277495","191163545","196505403","202040472","207563872","212930241","218052984","223146231","",
"Oman","OMN","Population ages 65 and above, total","SP.POP.65UP.TO","16481","17049","17640","18244","18837","19420","20148","20863","21572","22288","23026","23754","24503","25283","26113","26994","27880","28768","29665","30570","31478","32534","33599","34613","35493","36230","37290","38209","39117","40156","41431","42449","43554","44578","45318","45659","47749","49550","51203","52981","55170","56849","58733","60771","62863","64978","67578","70571","73949","77677","81772","83935","86596","89684","93253","97273","103311","109403","115559","",
"Other small states","OSS","Population ages 65 and above, total","SP.POP.65UP.TO","477336","486700","495521","503400","510626","517484","532684","548246","564492","580947","597618","611908","624908","636530","647158","657218","670473","683112","694822","704809","712858","724987","735137","743701","752337","763104","778565","795875","814476","833655","852795","878729","901326","922043","943004","963189","986034","1008335","1029800","1053299","1076787","1105060","1132521","1159266","1185458","1211321","1237668","1263866","1290641","1318001","1346906","1380073","1415316","1452557","1492017","1534217","1581942","1632780","1687570","",
"Pakistan","PAK","Population ages 65 and above, total","SP.POP.65UP.TO","1943146","1953548","1965736","1979272","1993494","2008465","2047711","2087634","2128330","2169928","2212554","2271782","2331653","2394108","2460941","2533185","2617083","2704799","2797101","2894428","2996954","3104513","3215784","3330779","3448803","3569430","3696350","3821739","3946772","4072684","4200442","4335738","4469892","4605467","4745138","4891158","5042981","5199408","5359862","5522939","5688084","5865160","6036757","6208186","6386117","6574659","6781601","6992164","7202830","7407568","7603504","7817854","8023700","8221864","8411791","8595259","8787526","8968322","9152355","",
"Panama","PAN","Population ages 65 and above, total","SP.POP.65UP.TO","40977","42412","43862","45329","46827","48368","50102","51869","53674","55522","57417","59518","61632","63797","66035","68371","70980","73673","76454","79314","82253","85431","88655","91942","95309","98777","102315","105905","109596","113431","117468","121525","125756","130189","134825","139700","144773","149983","155408","161144","167264","173599","180289","187347","194741","202498","210600","218944","227595","236673","246263","255877","265896","276469","287756","299910","311983","324842","338524","",
"Peru","PER","Population ages 65 and above, total","SP.POP.65UP.TO","347073","359902","372458","384569","396036","406785","419108","430697","441982","453469","465476","481564","497822","514178","530578","547017","565601","584277","602809","620740","637894","658875","678762","698274","718381","739676","767093","795415","824508","854149","884335","917448","951263","986239","1023123","1062444","1105103","1149688","1195497","1241402","1286688","1338557","1388270","1436192","1482884","1529026","1581967","1635317","1689724","1745831","1804260","1872433","1946993","2030068","2124330","2232165","2337308","2456052","2587417","",
"Philippines","PHL","Population ages 65 and above, total","SP.POP.65UP.TO","812231","836908","859747","881326","902503","923724","950794","976873","1003477","1032371","1064692","1107950","1152997","1198848","1244292","1288702","1339943","1389201","1436081","1479934","1520627","1564331","1604160","1641717","1679093","1717544","1767149","1816613","1864178","1907261","1945003","1989643","2028942","2066774","2108331","2156793","2230674","2308464","2388728","2469268","2549072","2643766","2736712","2828422","2920213","3014303","3177337","3344521","3514771","3692700","3887446","4032010","4185710","4347506","4518017","4699395","4937469","5192506","5463318","",
"Palau","PLW","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Population ages 65 and above, total","SP.POP.65UP.TO","60358","61205","62081","62846","63378","63602","65483","67164","68620","69826","70755","73200","75392","77340","79059","80568","83602","86473","89194","91784","94263","97945","101544","105055","108467","111793","116112","120276","124280","128085","131705","136794","141560","146063","150382","154564","160142","165507","170619","175452","180026","185868","191446","196778","201876","206810","213986","221156","228304","235424","242546","246723","250438","254136","258355","263466","274081","285140","296511","",
"Poland","POL","Population ages 65 and above, total","SP.POP.65UP.TO","1687722","1758895","1842052","1938431","2042401","2142181","2248336","2355991","2464182","2574258","2681136","2787981","2910355","3035110","3156263","3270043","3376856","3477825","3558297","3610206","3631295","3615818","3564955","3500952","3453661","3438868","3479686","3546953","3628997","3712765","3792153","3895118","3987138","4070421","4149471","4224800","4320618","4413042","4500003","4578088","4600170","4703691","4800764","4885492","4950192","4990947","5026909","5036390","5042191","5072813","5125363","5244399","5400068","5582478","5777373","5975826","6203438","6429630","6653012","",
"Pre-demographic dividend","PRE","Population ages 65 and above, total","SP.POP.65UP.TO","5582191","5750410","5905728","6048460","6179423","6299448","6489228","6667250","6833609","6988418","7133153","7362291","7580159","7788578","7989698","8185095","8445705","8698331","8941197","9172058","9390401","9688689","9966500","10226442","10471698","10705692","11025169","11331174","11628225","11921009","12212400","12583399","12950608","13311087","13660554","13997877","14380717","14729473","15051446","15354694","15645100","16048048","16431186","16795151","17140019","17467359","17969748","18450327","18912930","19361776","19803111","20417446","21021958","21624135","22232862","22855847","23671352","24492165","25320915","",
"Puerto Rico","PRI","Population ages 65 and above, total","SP.POP.65UP.TO","127489","131637","136038","140589","145121","149575","153931","158926","164945","172363","181333","184167","187189","190027","192226","193583","204272","215537","227876","241606","256731","264108","271843","280375","289573","299061","308026","317235","327377","338394","349640","356805","363452","370778","378962","388221","396851","405826","414568","423984","433216","441008","447934","454161","460177","465801","471372","475506","479131","483029","487998","501010","515545","531502","544864","556999","574856","590032","596690","",
"Korea, Dem. People’s Rep.","PRK","Population ages 65 and above, total","SP.POP.65UP.TO","366540","371477","380392","390779","398606","402290","421190","433071","440421","447800","457057","468498","483342","499827","515128","528350","549454","569104","587321","604698","621622","646951","668870","689200","710436","733923","758059","786706","818184","849744","880553","925089","969335","1014220","1061931","1113886","1155756","1197716","1242300","1292884","1351610","1431226","1515498","1601651","1687137","1770795","1855943","1936634","2012511","2083516","2149803","2232028","2312016","2381503","2428478","2447889","2446938","2418831","2384953","",
"Portugal","PRT","Population ages 65 and above, total","SP.POP.65UP.TO","710969","728159","743208","755484","766439","776365","787100","801160","818529","831901","843813","856519","869563","883117","909470","960668","1005971","1036352","1067975","1098191","1126036","1151459","1170024","1185484","1202455","1222853","1248675","1276514","1306123","1336224","1365219","1389935","1415642","1443369","1473276","1505234","1534543","1566392","1600567","1636249","1674006","1708303","1738334","1763862","1785985","1806990","1836111","1866214","1897949","1933301","1973228","2010426","2045341","2079192","2113673","2150538","2185032","2220508","2257243","",
"Paraguay","PRY","Population ages 65 and above, total","SP.POP.65UP.TO","60862","63201","65507","67830","70261","72839","75411","78038","80727","83474","86295","89289","92360","95507","98706","101965","105849","109602","113362","117326","121594","125906","130461","135220","140092","145067","150114","155145","160240","165553","171178","177843","184726","191580","198001","203798","209794","215071","220108","225606","231988","239780","248465","257720","267000","276047","286015","295560","305088","315198","326266","337670","349975","363311","377743","393365","410526","428574","447290","",
"West Bank and Gaza","PSE","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42106","44006","45929","47971","50231","52797","55576","58698","61000","63576","66486","69791","73201","76719","80274","83791","87685","91502","95538","99756","104262","109008","113997","119075","124044","128800","133430","137835","143163","",
"Pacific island small states","PSS","Population ages 65 and above, total","SP.POP.65UP.TO","20526","21413","22451","23517","24472","25248","26176","26980","27736","28503","29328","30334","31339","32322","33334","34405","35440","36389","37265","38062","38836","40363","41889","43335","44577","45591","47089","48387","49538","50565","51567","52861","54078","55213","56313","57418","59222","61020","62708","64187","65451","67674","69763","71847","74086","76558","79134","81902","84809","87710","90441","92316","93841","95085","96118","96989","100230","103499","106937","",
"Post-demographic dividend","PST","Population ages 65 and above, total","SP.POP.65UP.TO","66505564","68204729","69818896","71437863","73090991","74790504","76767598","78731684","80660503","82724086","84708934","87075863","89293433","91364635","93510849","95631224","98015085","100476240","102867431","104950131","106535173","107851400","108554165","108991939","109639572","110796916","112687381","114965316","117530231","120197300","122824830","125632711","128351703","130923431","133282724","135467449","137806801","139938734","141970172","144054159","146312146","148879941","151582399","154345221","157059201","159657735","162461345","165160243","167979262","171041040","174610919","178140191","182476988","187220618","192083096","196887709","201602078","206025506","210394622","",
"French Polynesia","PYF","Population ages 65 and above, total","SP.POP.65UP.TO","2199","2269","2345","2418","2490","2554","2630","2705","2795","2902","3027","3116","3197","3279","3369","3473","3740","4030","4324","4594","4821","4985","5070","5066","5048","5065","5337","5673","6029","6351","6620","6824","7003","7186","7422","7704","8150","8648","9180","9714","10259","10773","11282","11805","12351","12946","13724","14546","15380","16188","16932","17543","18078","18564","19111","19797","20748","21838","23021","",
"Qatar","QAT","Population ages 65 and above, total","SP.POP.65UP.TO","1393","1435","1503","1581","1672","1767","1838","1909","1987","2077","2197","2381","2619","2893","3196","3502","3534","3509","3465","3469","3530","3726","3989","4295","4579","4825","5118","5405","5683","5955","6220","6575","6866","7090","7262","7391","7809","8327","8937","9612","10338","10165","10016","10051","10436","11237","11520","12110","12682","13074","13265","15229","17548","20120","22820","25619","29433","33572","38111","",
"Romania","ROU","Population ages 65 and above, total","SP.POP.65UP.TO","1256900","1304596","1355157","1408293","1459314","1504539","1551393","1597066","1632674","1667488","1713950","1759894","1815526","1876420","1938981","2004982","2086724","2158248","2217598","2252607","2266604","2263044","2232239","2192512","2163451","2159287","2192105","2236482","2292358","2354243","2414176","2462407","2517837","2596399","2670300","2733419","2815851","2879937","2934803","2991358","3054224","3092560","3122637","3183353","3229421","3246839","3270063","3239503","3189477","3170054","3172122","3188250","3218078","3261097","3310855","3361781","3432484","3502582","3571267","",
"Russian Federation","RUS","Population ages 65 and above, total","SP.POP.65UP.TO","7294442","7493664","7700426","7924658","8173787","8455001","8739391","9045104","9370518","9711506","10066116","10477867","10865639","11250508","11664230","12120282","12604211","13137658","13655321","14058451","14298856","14427717","14400314","14283794","14198579","14180552","14276420","14396453","14577188","14871360","15284712","15815121","16461256","17116807","17649751","18009620","18265434","18276758","18179814","18136656","18241857","18605466","19104721","19602349","19886935","19838906","19767730","19495908","19147817","18872256","18722375","18731614","18816489","18978640","19217775","19530711","20040465","20610025","21201732","",
"Rwanda","RWA","Population ages 65 and above, total","SP.POP.65UP.TO","91773","94102","96198","98075","99696","101082","102735","104218","105593","106931","108235","110247","112092","113727","115088","116162","118031","119752","121216","122272","122851","124198","125032","125973","127772","130780","136518","143285","149870","155016","158187","163210","164468","164187","165637","171059","185529","208155","236716","265378","288762","287826","279046","266425","254458","245346","245496","247803","251374","254997","258117","266107","274192","282989","293318","305704","322737","341428","361455","",
"South Asia","SAS","Population ages 65 and above, total","SP.POP.65UP.TO","17927782","18509140","19095175","19652112","20142917","20552900","21214128","21808546","22361309","22904079","23455836","24326793","25195780","26048037","26866377","27645636","28627902","29564995","30462886","31329660","32173469","33244640","34260576","35224632","36146894","37039851","38215099","39352992","40456249","41528418","42579912","44111000","45608388","47080206","48540367","50004844","51896224","53754025","55596014","57443297","59312692","61509917","63695545","65851861","67951027","69990248","72293330","74521512","76693476","78828220","80956966","83512981","86036042","88641911","91441904","94508842","98184140","102009918","105970472","",
"Saudi Arabia","SAU","Population ages 65 and above, total","SP.POP.65UP.TO","148007","152761","157668","162669","167666","172641","177932","183220","188680","194494","200779","207551","214991","223175","232081","241698","250118","259053","268919","280167","293102","302892","313385","324203","334805","344617","362464","382758","405550","430482","457327","476966","494912","511687","527598","542676","557696","572042","586651","602481","620142","634354","649902","666905","685506","706055","724962","745954","768467","791311","814263","835346","857162","882527","915376","958100","1007771","1061667","1116846","",
"Sudan","SDN","Population ages 65 and above, total","SP.POP.65UP.TO","244078","249993","255455","260662","265838","271128","278289","285465","292739","300193","307920","317880","328023","338377","348961","359822","372308","385013","397985","411274","424982","439714","454629","469750","485120","500864","517670","534293","551300","569352","588876","613890","640674","668693","697255","726006","750099","772265","793197","813762","834712","861076","887578","914068","940234","965951","997863","1029200","1060778","1093578","1128409","1167168","1207497","1249636","1293692","1339744","1390485","1442838","1496980","",
"Senegal","SEN","Population ages 65 and above, total","SP.POP.65UP.TO","84109","86271","88199","89942","91575","93164","95955","98627","101201","103666","106037","110019","113909","117636","121143","124384","129552","134457","139163","143793","148457","154738","161142","167666","174342","181175","189162","197431","205946","214648","223525","233142","242641","252027","261329","270550","279840","288687","297224","305612","313954","323101","332036","340727","349079","357023","366758","375999","384695","392719","400058","409211","417750","426281","435620","446315","459585","474072","489396","",
"Singapore","SGP","Population ages 65 and above, total","SP.POP.65UP.TO","33662","36431","39450","42704","46241","49998","53599","57359","61110","64960","69069","73491","77980","82748","87777","93055","97432","102064","106476","110549","114082","122954","131428","135866","141253","144449","146042","149898","155482","162034","170601","176808","183666","190039","198406","208177","221042","232630","244090","249107","257128","273473","284850","287668","295981","306029","317067","329736","345723","356426","368577","396310","427350","453757","477015","500765","547747","593771","646383","",
"Solomon Islands","SLB","Population ages 65 and above, total","SP.POP.65UP.TO","3124","3492","3900","4312","4654","4907","5117","5254","5360","5474","5608","5723","5854","5981","6109","6233","6425","6627","6841","7049","7252","7401","7521","7627","7738","7865","8066","8265","8454","8616","8752","8944","9111","9274","9473","9722","10106","10539","10993","11414","11785","12294","12744","13179","13653","14184","14826","15522","16246","16957","17626","18359","19084","19802","20522","21245","21975","22722","23496","",
"Sierra Leone","SLE","Population ages 65 and above, total","SP.POP.65UP.TO","85611","88076","90453","92712","94831","96797","99311","101687","103915","105976","107868","110540","113014","115294","117382","119283","122084","124684","127072","129225","131131","134024","136526","138786","140985","143190","146891","150566","153717","155785","156508","157962","157426","155363","152353","148738","148884","149015","149310","149960","150940","155211","160604","166541","172384","177783","183186","187431","190784","193588","196101","200707","204913","208652","211783","214282","219124","223293","226946","",
"El Salvador","SLV","Population ages 65 and above, total","SP.POP.65UP.TO","92438","94861","97205","99485","101767","104065","107015","109941","112821","115601","118280","122155","125897","129519","133025","136422","141320","146109","150826","155520","160246","166053","171897","177831","183950","190314","197648","205198","212938","220807","228767","236618","244394","252303","260629","269553","279526","289877","300520","311385","322446","334665","346917","359077","370920","382321","394493","405831","416567","427035","437404","447483","457630","468043","478961","490601","503817","517739","532093","",
"San Marino","SMR","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Population ages 65 and above, total","SP.POP.65UP.TO","81621","84586","87384","90025","92504","94831","98213","101616","104793","107424","109421","111343","112529","114386","118631","126065","136397","151383","168685","185611","200642","208724","211354","210329","207907","205424","208181","210984","213124","213731","212374","213611","213204","211695","209617","207172","210908","215524","220842","226791","233290","241362","250075","259076","267853","276223","286424","295796","304786","314079","324054","335845","348123","360732","373408","386023","401297","416327","431231","",
"Serbia","SRB","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727193","755433","789173","824002","856825","872405","908174","939888","968099","993873","1017466","1035936","1052579","1064556","1071275","1071498","1073987","1071377","1067245","1067423","1074779","1088648","1111804","1139736","1170766","1203142","1229783","1256365","1280919","",
"Sub-Saharan Africa (excluding high income)","SSA","Population ages 65 and above, total","SP.POP.65UP.TO","6870481","7061187","7238354","7402727","7555255","7697007","7918898","8128345","8326420","8514395","8694429","8973703","9241780","9499150","9746123","9983455","10312883","10634356","10950847","11264156","11575057","11939365","12289365","12628180","12959350","13285464","13721342","14147488","14564575","14973625","15377444","15862311","16331720","16789218","17240498","17690954","18202906","18691224","19155077","19589557","19991408","20498119","20960919","21391136","21801225","22200446","22836070","23456099","24061894","24654337","25237900","26028907","26811566","27593260","28381711","29185546","30188840","31193461","32209274","",
"South Sudan","SSD","Population ages 65 and above, total","SP.POP.65UP.TO","78423","79386","80152","80704","81002","81040","82960","84668","86163","87506","88722","91453","94096","96657","99123","101485","105190","108770","112308","115912","119624","124426","129302","134065","138455","142321","147419","151363","153954","155012","154524","155727","155053","153360","151735","150705","155435","162705","171688","181319","190935","199952","208895","218327","228977","241260","254795","269641","285273","301061","316598","330212","342307","352510","360296","365622","370721","372686","373015","",
"Sub-Saharan Africa","SSF","Population ages 65 and above, total","SP.POP.65UP.TO","6873067","7063845","7241073","7405506","7558097","7699909","7921857","8131369","8329515","8517564","8697673","8977005","9245155","9502583","9749637","9987079","10316623","10638230","10954799","11268192","11579182","11943573","12293613","12632440","12963658","13289846","13725748","14152087","14569190","14978244","15382053","15867027","16336506","16794152","17245616","17696210","18208329","18696807","19160877","19595583","19997589","20504246","20967143","21397175","21807117","22206229","22841983","23462107","24068157","24660783","25244699","26035489","26818133","27599853","28388344","29192310","30195763","31200581","32216623","",
"Small states","SST","Population ages 65 and above, total","SP.POP.65UP.TO","666759","683181","699722","715582","730736","745453","766950","788862","811677","834832","858286","880422","901074","920418","938934","956793","980911","1004221","1026650","1047187","1065240","1085649","1103189","1118701","1133823","1150168","1171223","1194293","1219440","1246091","1273499","1307019","1336710","1364046","1391319","1417605","1450027","1481849","1512894","1546052","1579337","1616575","1653037","1688928","1724438","1759918","1797807","1835683","1874701","1915399","1959197","2005532","2054736","2106570","2160986","2218406","2285216","2355594","2430937","",
"Sao Tome and Principe","STP","Population ages 65 and above, total","SP.POP.65UP.TO","2453","2342","2183","1995","1778","1522","1775","2080","2459","2902","3383","3258","3140","3035","2941","2861","3106","3350","3593","3851","4114","4109","4118","4131","4151","4170","4226","4268","4296","4309","4301","4442","4557","4642","4718","4785","4826","4829","4794","4740","4673","4800","4943","5085","5189","5250","5329","5374","5393","5404","5416","5484","5549","5609","5672","5742","5880","6021","6174","",
"Suriname","SUR","Population ages 65 and above, total","SP.POP.65UP.TO","11995","12136","12356","12645","12971","13290","13615","13924","14184","14342","14388","14565","14580","14456","14266","14088","14524","14971","15387","15723","15955","16102","16168","16245","16430","16779","17057","17510","18080","18673","19241","19947","20610","21240","21885","22568","23361","24085","24736","25316","25862","26631","27408","28178","28885","29528","30196","30801","31378","31995","32669","33489","34345","35222","36098","36954","37891","38822","39780","",
"Slovak Republic","SVK","Population ages 65 and above, total","SP.POP.65UP.TO","275658","292182","304679","317976","332109","346728","361309","375886","390372","404598","416765","428278","439702","450456","461590","473520","486591","500939","513877","521738","522096","517176","506129","492675","482926","480369","488585","501803","517555","531809","542450","551944","558219","564431","570042","575169","584175","592838","600454","606224","608472","613409","617087","619348","621876","625270","632641","640750","649929","660241","671359","686464","702778","720154","739703","761885","790079","820292","851327","",
"Slovenia","SVN","Population ages 65 and above, total","SP.POP.65UP.TO","123267","127471","131933","136926","142229","147784","153045","158123","162596","166310","170036","176183","182023","187535","192053","196919","202777","207924","212238","215208","216354","213028","207370","201234","195319","191288","194278","199266","203827","208303","212610","219402","225605","231506","237782","244608","252346","259740","266558","273597","280638","287423","293623","299260","304624","310125","316516","323386","328651","336111","341888","346947","351892","357124","363570","371710","381636","393096","405347","",
"Sweden","SWE","Population ages 65 and above, total","SP.POP.65UP.TO","880138","897730","916572","935994","957333","980796","1006415","1029956","1051364","1074835","1101929","1133406","1160494","1186034","1212647","1240181","1267203","1293023","1316716","1337639","1356384","1377955","1395151","1410087","1425377","1442272","1458826","1476259","1493819","1511024","1525504","1535948","1541215","1543389","1545972","1545457","1544018","1541614","1539521","1537164","1535202","1539363","1540679","1542484","1549100","1562713","1579640","1605372","1636371","1671353","1708560","1748228","1790571","1835602","1880529","1921475","1968759","2010676","2046362","",
"Eswatini","SWZ","Population ages 65 and above, total","SP.POP.65UP.TO","9998","10287","10546","10795","11041","11307","11606","11903","12184","12431","12640","13000","13331","13630","13907","14163","14486","14808","15125","15428","15724","16133","16498","16847","17192","17553","18033","18563","19122","19674","20198","20948","21638","22315","23032","23825","24712","25659","26636","27586","28478","29690","30808","31857","32885","33921","35000","36053","37074","38078","39053","40077","41103","42080","42935","43625","44430","45079","45613","",
"Sint Maarten (Dutch part)","SXM","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Population ages 65 and above, total","SP.POP.65UP.TO","2586","2658","2719","2779","2842","2902","2959","3024","3095","3169","3244","3302","3375","3433","3514","3624","3740","3874","3952","4036","4125","4208","4248","4260","4308","4382","4406","4599","4615","4619","4609","4716","4786","4934","5118","5256","5423","5583","5800","6026","6181","6127","6224","6039","5892","5783","5913","6008","6263","6446","6799","6582","6567","6593","6633","6764","6923","7120","7349","",
"Syrian Arab Republic","SYR","Population ages 65 and above, total","SP.POP.65UP.TO","182774","186769","189707","191940","193948","195950","199382","202705","205910","208879","211599","216568","221234","225643","229894","234052","240058","246008","252028","258240","264773","272757","280965","289587","298889","309032","321313","334175","347603","361540","376033","391331","406857","422805","439335","456465","476026","495469","514358","532067","548212","559816","570449","581883","596454","615866","641495","670485","698134","718717","729196","739387","736844","727516","719419","718418","723598","737057","761311","",
"Turks and Caicos Islands","TCA","Population ages 65 and above, total","SP.POP.65UP.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Population ages 65 and above, total","SP.POP.65UP.TO","114728","117378","119842","122013","123792","125119","127912","130213","132127","133729","135052","138413","141465","144122","146313","147993","150957","153338","155217","156675","157772","160971","163909","166638","169215","171653","176038","180421","184692","188697","192369","197124","201473","205508","209357","213104","218316","223405","228469","233604","238864","245603","252424","259207","265827","272237","279533","286449","293060","299322","305309","312895","320083","327391","335544","344972","357322","370421","383929","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Population ages 65 and above, total","SP.POP.65UP.TO","32324600","32446652","32609789","32905656","33077640","33243885","34732943","36259903","37833799","39399875","40910555","42663199","44330042","45956956","47567067","49160630","51218459","53254230","55336310","57463072","59586545","62110078","64648303","67101351","69381319","71555518","73745095","75822257","77832581","79903959","82180552","84424471","86952175","89695470","92508105","95289400","98932674","102246066","105352611","108461742","111675183","114726932","117863925","120985572","123870331","126464203","129440427","132152206","134775451","137549650","140657719","144598231","148723889","153378089","159044505","165983578","174743309","184741205","195280540","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Population ages 65 and above, total","SP.POP.65UP.TO","18668669","19244416","19842757","20480743","21164364","21889199","22655263","23458919","24288457","25140531","26013089","27001673","27957394","28899562","29877958","30911339","32001424","33150619","34218869","35009390","35440810","35610956","35416253","35051709","34791977","34758191","35100732","35580372","36220296","37039577","38026398","39269258","40690037","42141062","43332317","44159779","44950611","45344018","45556063","45854202","46341971","47311030","48497485","49711056","50534683","50762281","50940350","50677309","50238586","49965909","49935690","50240312","50711975","51354515","52138552","53091184","54477418","55997498","57598747","",
"Togo","TGO","Population ages 65 and above, total","SP.POP.65UP.TO","50752","50955","50877","50691","50575","50613","52145","54086","56244","58396","60435","62681","64539","66108","67535","68920","71111","73186","75219","77277","79400","82460","85759","89194","92664","96083","99676","103117","106397","109499","112439","115618","118472","121193","123976","126972","129838","132747","135628","138359","140879","144399","147484","150263","152883","155478","159690","163772","167736","171574","175334","181416","187418","193375","199298","205235","212418","219424","226375","",
"Thailand","THA","Population ages 65 and above, total","SP.POP.65UP.TO","908124","941456","977602","1015708","1054265","1092411","1132650","1171593","1210120","1249680","1291136","1334513","1379660","1425639","1470856","1514504","1569487","1622284","1673554","1724233","1775102","1832143","1888679","1946354","2007006","2072384","2151464","2237310","2331774","2437148","2555251","2681251","2813608","2952360","3098052","3252208","3409433","3573807","3745830","3925433","4111833","4303444","4499856","4696714","4888142","5072459","5248867","5420233","5594028","5778493","5978274","6204845","6446326","6705334","6984422","7285134","7591025","7915506","8262614","",
"Tajikistan","TJK","Population ages 65 and above, total","SP.POP.65UP.TO","99667","103264","107116","111287","115895","120958","126366","132180","138130","143745","148782","152695","155473","157391","158956","160466","164954","169589","173910","177268","179491","180824","181129","181050","181406","182626","185240","188373","192132","196821","202643","207469","212787","217750","221183","222525","226206","226997","225892","224529","223816","230644","239059","247706","254389","257937","259480","257990","254576","250941","248416","246410","245578","245794","246889","248962","256364","264873","275017","",
