Region,2018
Beijing,1989
Tianjin,1397
Hebei,7854
Shanxi,3147
Inner Mongolia,2047
Liaoning,5353
Jilin,2743
Heilongjiang,3780
Shanghai,2972
Jiangsu,9435
Zhejiang,6108
Anhui,6840
Fujian,3065
Jiangxi,3707
Shandong,12495
Henan,8698
Hubei,6059
Hunan,7057
Guangdong,7687
Guangxi,4046
Hainan,629
Chongqing,3678
Sichuan,10244
Guizhou,3344
Yunnan,3790
Tibet,160
Shaanxi,3536
Gansu,2446
Qinghai,375
Ningxia,507
Xinjiang,1458
