Region,2018
Beijing,8781
Tianjin,6863
Hebei,31210
Shanxi,15593
Inner Mongolia,10608
Liaoning,17905
Jilin,11198
Heilongjiang,15697
Shanghai,10256
Jiangsu,33555
Zhejiang,24418
Anhui,26667
Fujian,16806
Jiangxi,19579
Shandong,41363
Henan,39815
Hubei,24973
Hunan,28469
Guangdong,50209
Guangxi,20996
Hainan,3917
Chongqing,12730
Sichuan,33944
Guizhou,15403
Yunnan,20523
Tibet,1401
Shaanxi,15879
Gansu,11001
Qinghai,2571
Ningxia,2794
Xinjiang,10175
